Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in (Year),Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State, Yearly Revenue , Monthly Sales , Gross Margin , Net Margin ,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped, Original Ask Amount ,Original Offered Equity, Valuation Requested ,Received Offer,Accepted Offer, Total Deal Amount ,Total Deal Equity, Total Deal Debt ,Debt Interest, Deal Valuation ,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity, Namita Investment Amount ,Namita Investment Equity, Namita Debt Amount , Vineeta Investment Amount ,Vineeta Investment Equity, Vineeta Debt Amount , Anupam Investment Amount ,Anupam Investment Equity, Anupam Debt Amount , Aman Investment Amount ,Aman Investment Equity, Aman Debt Amount , Peyush Investment Amount ,Peyush Investment Equity, Peyush Debt Amount , Amit Investment Amount ,Amit Investment Equity, Amit Debt Amount , Ashneer Investment Amount ,Ashneer Investment Equity, Ashneer Debt Amount , Guest Investment Amount ,Guest Investment Equity, Guest Debt Amount ,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present
3,KaabilKids,42,446,1/22/2024,3/31/2024,3/19/2024,From Tactics To Wellness,Rahul Dua,Technology/Software,Online Chess Training Academy,https://kaabilkids.com/,2019,3,2,1,0,0,Middle,Noida,Uttar Pradesh, ? -   ," ? 2,900,000.00 ", ? -   , ? -   ,,yes,Unknown,,funded," ? 7,000,000.00 ",2," ? 350,000,000.00 ",1,1," ? 5,000,000.00 ",2.5," ? 2,000,000.00 ",12," ? 200,000,000.00 ",2,,,," ? 2,500,000.00 ",1.25," ? 1,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.25," ? 1,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
1,KabaddiAdda,30,97,12/20/2021,2/4/2022,1/28/2022,Sharks Ki Expertise,Rannvijay Singh,Sports,All-Kabaddi App,https://www.kabaddiadda.com/,2019,2,2,0,0,0,Middle,Bangalore,Karnataka," ? 25,000,000.00 ", ? -   ," ? 8,000,000.00 "," ? 3,000,000.00 ",,No,Unknown,,," ? 8,000,000.00 ",1," ? 800,000,000.00 ",1,1," ? 8,000,000.00 ",6, ? -   ,," ? 133,300,000.00 ",2,,,," ? 4,000,000.00 ",3, ? -   ," ? 4,000,000.00 ",3, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
1,KabiraHandmad,9,28,12/20/2021,2/4/2022,12/30/2021,Defining Innovations,Rannvijay Singh,Food,Healthy Edible Oils dairy products spices flour,https://www.kabirafoods.com/,1998,2,1,1,0,1,Middle,Jaipur,Rajasthan, ? -   ," ? 16,000,000.00 "," ? 300,000.00 "," ? 100,000.00 ",,No,Unknown,,," ? 10,000,000.00 ",5," ? 200,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,Kalakaram,6,338,1/22/2024,3/31/2024,1/29/2024,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Manufacturing,"Unique, creative and exciting DIY kits for all ages",https://kalakaram.com/,2022,1,1,0,0,0,Middle,Gurgaon,Haryana," ? 50,000,000.00 "," ? 5,000,000.00 ", ? -   ," ? 2,300,000.00 ",,No,Unknown,,," ? 5,000,000.00 ",2.5," ? 200,000,000.00 ",1,1," ? 6,000,000.00 ",6, ? -   ,, ? -   ,3,,,," ? 2,000,000.00 ",2, ? -   , ? -   ,, ? -   ," ? 2,000,000.00 ",2, ? -   , ? -   ,, ? -   ," ? 2,000,000.00 ",2, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,KariboCosmetics,36,427,1/22/2024,3/31/2024,3/11/2024,Designing Dreams,Rahul Dua,Beauty/Fashion,Customised DIY Lipstick,https://karibocosmetics.com/,2019,2,0,2,0,0,Young,Mumbai,Maharashtra," ? 8,000,000.00 ", ? -   ," ? 6,000,000.00 "," ? 5,000,000.00 ",,No,Unknown,,," ? 8,000,000.00 ",5," ? 160,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,"Ritesh Aggarwal,Radhika Gupta",0,1,0,1,1,0,0,2
3,Katidhan,41,442,1/22/2024,3/31/2024,3/18/2024,Cutting-Edge Solutions,Rahul Dua,Manufacturing,Autonomus Light Deterrence System,https://katidhan.com/,2020,1,1,0,0,0,Middle,Bangalore,Karnataka," ? 6,000,000.00 ", ? -   ," ? 5,000,000.00 "," ? 3,000,000.00 ",,No,Unknown,,yes," ? 15,000,000.00 ",2.5," ? 600,000,000.00 ",1,1," ? 7,500,000.00 ",5," ? 7,500,000.00 ",10," ? 150,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 7,500,000.00 ",5," ? 7,500,000.00 ",Ritesh Aggarwal,Ritesh Aggarwal,1,1,1,1,0,0,0,1
1,Kavach,7,21,12/20/2021,2/4/2022,12/28/2021,A Never Give Up Spirit,Rannvijay Singh,Education,Report bullying incidents,https://antibullyingsquad.com/,2018,2,1,1,0,0,Young,Gurgaon,Haryana, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 500,000.00 ",10," ? 5,000,000.00 ",1,1," ? 500,000.00 ",10, ? -   ,," ? 5,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 250,000.00 ",5, ? -   ," ? 250,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
1,KetoIndia,19,61,12/20/2021,2/4/2022,1/13/2022,Forming An Idea And Bagging A Deal,Rannvijay Singh,Food,Customised Keto Diets for various Medical/Health issues,https://www.ketoindia.fit/,2019,1,1,0,0,0,Young,Delhi,Delhi," ? 18,000,000.00 "," ? 1,500,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 15,000,000.00 ",1.25," ? 1,200,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
1,KGAgrotech,24,78,12/20/2021,2/4/2022,1/20/2022,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Agriculture,Agricultural Innovations,https://www.instagram.com/jugaadu_kamlesh/,2022,2,2,0,0,0,Young,Malegaon,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 3,000,000.00 ",10," ? 30,000,000.00 ",1,1," ? 1,000,000.00 ",40," ? 2,000,000.00 ",," ? 2,500,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",40," ? 2,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ghazal Alagh,1,1,1,0,1,0,0,1
3,Kibo,16,369,1/22/2024,3/31/2024,2/12/2024,Innovation At Every Step,Rahul Dua,Technology/Software,TrestleLabs Optical Character Recognition,https://www.trestlelabs.com/,2019,2,1,1,0,1,Middle,"Faridabad,Ahmedabad","Haryana,Gujarat"," ? 13,500,000.00 ", ? -   , ? -   ," ? 3,000,000.00 ",,No,Unknown,yes,," ? 6,000,000.00 ",1," ? 600,000,000.00 ",1,1," ? 6,000,000.00 ",6, ? -   ,," ? 100,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,000,000.00 ",3, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,000,000.00 ",3, ? -   ,Ronnie Screwvala,"Ronnie Screwvala,Radhika Gupta",0,0,1,1,1,0,0,2
3,KikoLive,47,460,1/22/2024,3/31/2024,3/26/2024,Entrepreneurs In Action,Rahul Dua,Technology/Software,Listing and Creating Websites for Kirana Sellers,https://kiko.live/,2020,3,2,1,0,1,Middle,Mumbai,Maharashtra," ? 2,500,000.00 "," ? 300,000.00 ", ? -   , ? -   ,,No,Unknown,yes,funded," ? 10,000,000.00 ",1," ? 1,000,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Deepinder Goyal,1,1,1,1,0,0,0,1
1,Kineer,0,124,12/20/2021,2/4/2022,,Unseen,Rannvijay Singh,Food,Packaged drinking water,https://www.kineerblessed.com/,2018,2,1,0,1,0,Middle,Pune,Maharashtra, ? -   ," ? 200,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 10,000,000.00 ",10," ? 100,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,0,0,0,0,0,0,0,0
3,KioskKaffee,49,468,1/22/2024,3/31/2024,3/28/2024,"Thrift, Brews And Brains",Rahul Dua,Liquor/Beverages,Premium Coffee,https://kiosk-kaffee.com/,2020,3,3,0,0,0,Middle,Pune,Maharashtra," ? 84,000,000.00 ", ? -   , ? -   ," ? 900,000.00 ",,No,Unknown,,," ? 9,000,000.00 ",3," ? 300,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Azhar Iqubal,0,1,1,1,1,0,0,1
2,Kitsons,44,294,1/2/2023,3/10/2023,3/2/2023,Entrepreneurship Ka Junoon,Rahul Dua,Furnishing/Household,"Stationery, Art & Craft, Books & Toy Retail Space",https://kitsons.in/,2010,3,3,0,0,0,Middle,Hyderabad,Telangana, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 100,000,000.00 ",10," ? 1,000,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,Koparo,12,356,1/22/2024,3/31/2024,2/6/2024,Showcase Of Innovation,Rahul Dua,Food,Coconut based Cleaning Products,https://koparoclean.com/,2020,1,0,1,0,0,Middle,Delhi,Delhi," ? 45,000,000.00 "," ? 8,000,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 7,000,000.00 ",1," ? 700,000,000.00 ",1,1," ? 7,000,000.00 ",1, ? -   ,," ? 700,000,000.00 ",2,,,, ? -   ,, ? -   ," ? 3,500,000.00 ",0.5, ? -   , ? -   ,, ? -   ," ? 3,500,000.00 ",0.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,0,1,1,1,1,0,0,1
3,KryzenBiotech,30,411,1/22/2024,3/31/2024,3/1/2024,Startups Pursuing Investment,Rahul Dua,Agriculture,Hydrophonic Farming,https://www.kryzen.com/,2019,2,1,1,0,1,Middle,Pune,Maharashtra," ? 22,500,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",3," ? 250,000,000.00 ",1,1," ? 7,500,000.00 ",15, ? -   ,," ? 50,000,000.00 ",1,,1,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 7,500,000.00 ",15, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,KunafaWorld,28,91,12/20/2021,2/4/2022,1/26/2022,Meeting The New India Minds,Rannvijay Singh,Food,Kunafa food products,https://www.kunafaworld.com/,2018,2,1,1,0,1,Young,Mangalore,Karnataka," ? 20,000,000.00 "," ? 3,000,000.00 ", ? -   ," ? 3,000,000.00 ",,No,Unknown,,," ? 9,000,000.00 ",5," ? 180,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ghazal Alagh,1,1,1,0,1,0,0,1
2,Kyari,14,191,1/2/2023,3/10/2023,1/19/2023,Investment Worthy Ideas,Rahul Dua,Manufacturing,Smart stick Guardian,https://kyari.in/,2018,2,1,1,0,0,Young,Ghaziabad,Uttar Pradesh, ? -   ," ? 1,000,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 5,100,000.00 ",1," ? 510,000,000.00 ",1,1," ? 5,100,000.00 ",6, ? -   ,," ? 85,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,550,000.00 ",3, ? -   , ? -   ,, ? -   ," ? 2,550,000.00 ",3, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
1,LaKheerDeli,7,22,12/20/2021,2/4/2022,12/28/2021,A Never Give Up Spirit,Rannvijay Singh,Food,Kheer in variety of flavors,https://lakheerdeli.com/,2018,3,1,2,0,0,Middle,Pune,Maharashtra, ? -   ," ? 600,000.00 ", ? -   , ? -   ,,No,9,,," ? 5,000,000.00 ",7.5," ? 66,700,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
3,Lea,51,473,1/22/2024,3/31/2024,3/30/2024,Brilliant Businesses,Snehil Dixit Mehra,Beauty/Fashion,"With real curves, to celebrate and accentuate the skin",https://www.leaclothingco.com/,2021,2,0,2,0,0,Middle,Noida,Uttar Pradesh," ? 30,000,000.00 "," ? 6,000,000.00 "," ? 8,000,000.00 ", ? -   ,20,No,Unknown,,," ? 10,000,000.00 ",2," ? 500,000,000.00 ",1,1," ? 10,000,000.00 ",4, ? -   ,," ? 250,000,000.00 ",4,,1,," ? 2,500,000.00 ",1, ? -   ," ? 2,500,000.00 ",1, ? -   ," ? 2,500,000.00 ",1, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1, ? -   ,Azhar Iqubal,Azhar Iqubal,1,1,1,1,0,0,0,1
2,LeafyAffair,24,226,1/2/2023,3/10/2023,2/2/2023,India Ke Incredible Entrepreneurs,Rahul Dua,Beauty/Fashion,Botanical Jewellery,https://leafyaffair.com/,2016,1,1,0,0,0,Middle,Bangalore,Karnataka," ? 11,000,000.00 "," ? 2,100,000.00 "," ? 8,000,000.00 ", ? -   ,,No,Unknown,,," ? 5,000,000.00 ",2.5," ? 200,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
1,Let'sTry,16,50,12/20/2021,2/4/2022,1/10/2022,Winning The Sharks Trust,Rannvijay Singh,Food,Healthy Snacks,https://www.letstryfoods.com/,2017,4,1,3,0,1,Middle,Delhi,Delhi, ? -   ," ? 300,000.00 "," ? 5,500,000.00 "," ? 2,500,000.00 ",,No,50,,," ? 4,500,000.00 ",2," ? 225,000,000.00 ",1,1," ? 4,500,000.00 ",12, ? -   ,," ? 37,500,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,250,000.00 ",6, ? -   ," ? 2,250,000.00 ",6, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,licksters,18,205,1/2/2023,3/10/2023,1/25/2023,Business Ideas With Potential,Rahul Dua,Food,Icecreams ice-pops,https://www.licksters.com/,2019,2,1,1,0,1,Middle,Nagpur,Maharashtra," ? 8,600,000.00 "," ? 1,400,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",5," ? 100,000,000.00 ",1,1," ? 2,500,000.00 ",5," ? 2,500,000.00 ",," ? 50,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",5," ? 2,500,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
2,LilGoodness,48,310,1/2/2023,3/10/2023,3/8/2023,"Pitchers, Investments And Businesses",Rahul Dua,Food,Healthy Snacks,https://lilgoodness.com/,2020,2,2,0,0,0,Middle,Bangalore,Karnataka, ? -   ," ? 14,500,000.00 "," ? 6,500,000.00 ", ? -   ,,yes,Unknown,,," ? 10,000,000.00 ",1," ? 1,000,000,000.00 ",1,1," ? 5,000,000.00 ",1," ? 5,000,000.00 ",10," ? 500,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",1," ? 5,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,1,0,0
3,LittleBox,35,424,1/22/2024,3/31/2024,3/8/2024,Inspiring Women Entrepreneurs,Rahul Dua,Beauty/Fashion,Fast fashion D2C,https://littleboxindia.com/,2022,2,1,1,0,1,Middle,Guwahati,Assam," ? 360,000,000.00 "," ? 20,000,000.00 "," ? 5,000,000.00 ", ? -   ,15,No,Unknown,,yes," ? 7,500,000.00 ",1," ? 750,000,000.00 ",1,1," ? 7,500,000.00 ",2.5, ? -   ,," ? 300,000,000.00 ",5,,,," ? 1,500,000.00 ",0.5, ? -   ," ? 1,500,000.00 ",0.5, ? -   ," ? 1,500,000.00 ",0.5, ? -   ," ? 1,500,000.00 ",0.5, ? -   , ? -   ,, ? -   ," ? 1,500,000.00 ",0.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
1,LOKA,12,37,12/20/2021,2/4/2022,1/4/2022,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Technology/Software,Metaverse App,https://www.lokaworld.app/,2020,1,1,0,0,0,Young,Delhi,Delhi, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 4,000,000.00 ",5," ? 80,000,000.00 ",1,1," ? 4,000,000.00 ",24, ? -   ,," ? 16,700,000.00 ",3,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,333,000.00 ",8, ? -   ," ? 1,333,000.00 ",8, ? -   ," ? 1,333,000.00 ",8, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,LondonBubble,44,295,1/2/2023,3/10/2023,3/2/2023,Entrepreneurship Ka Junoon,Rahul Dua,Food,Waffle Chips Online,https://londonbubbleco.com/,2017,2,2,0,0,0,Middle,Mumbai,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",5," ? 150,000,000.00 ",1,1," ? 7,500,000.00 ",15, ? -   ,," ? 50,000,000.00 ",1,,,," ? 7,500,000.00 ",15, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,Luvottica,44,453,1/22/2024,3/31/2024,3/21/2024,Venturing Into Tomorrow,Rahul Dua,Furnishing/Household,Love-Making Yoga intimate Furniture,https://www.luvottica.in/,2019,1,1,0,0,0,Middle,Abohar,Punjab," ? 10,000,000.00 ", ? -   ," ? 8,000,000.00 "," ? 3,000,000.00 ",,No,Unknown,,," ? 20,000,000.00 ",10," ? 200,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,1,1,1,1,0,0,0,1
1,Magiclock,19,62,12/20/2021,2/4/2022,1/13/2022,Forming An Idea And Bagging A Deal,Rannvijay Singh,Hardware,LPG Cylinder lock,http://www.magiclockdc.com/,2019,3,3,0,0,0,Middle,Mumbai,Maharashtra, ? -   ," ? 4,000.00 ", ? -   , ? -   ,,No,Unknown,yes,," ? 12,000,000.00 ",8," ? 150,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,MagicOfMemories,8,176,1/2/2023,3/10/2023,1/11/2023,Investment with Intent,Rahul Dua,Beauty/Fashion,DNA Jewllery,https://www.themagicofmemories.com/,2019,1,0,1,0,0,Middle,Delhi,Delhi, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 2,500,000.00 ",5," ? 50,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,Mahantam,29,240,1/2/2023,3/10/2023,2/9/2023,Pulse Of The Country,Rahul Dua,Manufacturing,Tea Glass Washing Machine,https://mahantam.co.in/,2021,2,2,0,0,0,Young,Banaskantha,Gujarat, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 3,000,000.00 ",10," ? 30,000,000.00 ",1,1," ? 3,000,000.00 ",20, ? -   ,," ? 15,000,000.00 ",5,,,," ? 600,000.00 ",4, ? -   ," ? 600,000.00 ",4, ? -   ," ? 600,000.00 ",4, ? -   ," ? 600,000.00 ",4, ? -   ," ? 600,000.00 ",4, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,maisha,49,314,1/2/2023,3/10/2023,3/9/2023,Businesses Adding Value To Society,Rahul Dua,Beauty/Fashion,Handmade Cotton & Jacquard Bags,https://maishalifestyle.com/,2018,3,2,1,0,0,Middle,Ahmedabad,Gujarat, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",3," ? 250,000,000.00 ",1,1," ? 1,000,000.00 ",1," ? 6,500,000.00 ",18," ? 100,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",1," ? 6,500,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,1,0,0
2,Makino,41,281,1/2/2023,3/10/2023,2/27/2023,Out Of The Box Business Ideas,Rahul Dua,Food,Nachos & Nuts,https://makino-new.myshopify.com/,2018,4,4,0,0,0,Young,Himmatnagar,Gujarat, ? -   ," ? 250,000.00 "," ? 4,000,000.00 ", ? -   ,,No,Unknown,,," ? 20,000,000.00 ",2," ? 1,000,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,Malaki,37,268,1/2/2023,3/10/2023,2/21/2023,Bharat Ka Kal,Rahul Dua,Liquor/Beverages,Non-Alcoholic Beverages,https://malaki.in/,2018,2,2,0,0,0,Middle,Mumbai,Maharashtra," ? 27,000,000.00 "," ? 4,200,000.00 "," ? 5,600,000.00 "," ? 1,300,000.00 ",,No,Unknown,,," ? 5,000,000.00 ",1," ? 500,000,000.00 ",1,1," ? 5,000,000.00 ",3, ? -   ,," ? 166,666,666.70 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.5, ? -   ," ? 2,500,000.00 ",1.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
2,Manetain,25,229,1/2/2023,3/10/2023,2/3/2023,Badhta India,Rahul Dua,Beauty/Fashion,Curly Hair Care Products,https://manetain.in/,2018,2,0,2,0,0,Young,"Cochin,Mumbai","Kerala,Maharashtra"," ? 10,000,000.00 "," ? 1,200,000.00 "," ? 6,000,000.00 ", ? -   ,,No,Unknown,,," ? 7,500,000.00 ",2.5," ? 300,000,000.00 ",1,1," ? 7,500,000.00 ",10, ? -   ,," ? 75,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 7,500,000.00 ",10, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
3,MaplePods,41,444,1/22/2024,3/31/2024,3/18/2024,Cutting-Edge Solutions,Rahul Dua,Services,Tech Hospitality and Entertainment Company,https://www.maplepods.com/,2021,1,1,0,0,0,Middle,Delhi,Delhi, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 15,000,000.00 ",5," ? 300,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,1,1,1,1,0,0,0,1
