Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in (Year),Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State, Yearly Revenue , Monthly Sales , Gross Margin , Net Margin ,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped, Original Ask Amount ,Original Offered Equity, Valuation Requested ,Received Offer,Accepted Offer, Total Deal Amount ,Total Deal Equity, Total Deal Debt ,Debt Interest, Deal Valuation ,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity, Namita Investment Amount ,Namita Investment Equity, Namita Debt Amount , Vineeta Investment Amount ,Vineeta Investment Equity, Vineeta Debt Amount , Anupam Investment Amount ,Anupam Investment Equity, Anupam Debt Amount , Aman Investment Amount ,Aman Investment Equity, Aman Debt Amount , Peyush Investment Amount ,Peyush Investment Equity, Peyush Debt Amount , Amit Investment Amount ,Amit Investment Equity, Amit Debt Amount , Ashneer Investment Amount ,Ashneer Investment Equity, Ashneer Debt Amount , Guest Investment Amount ,Guest Investment Equity, Guest Debt Amount ,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present
3,$KrishnaRama,51,474,1/22/2024,3/31/2024,3/30/2024,Brilliant Businesses,Snehil Dixit Mehra,Entertainment,Movie,Not Available,2023,2,2,0,0,0,Middle,Hyderabad,Telangana, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 20,000,000.00 ",30," ? 66,666,666.67 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Azhar Iqubal,1,1,1,1,0,0,0,1
3,2Ballz,12,357,1/22/2024,3/31/2024,2/6/2024,Showcase Of Innovation,Rahul Dua,Beauty/Fashion,Mens Innerwear,https://2ballz.com/,2023,3,3,0,0,0,Middle,Indore,Madhya Pradesh, ? -   ," ? 16,400,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 3,000,000.00 ",5," ? 60,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,0,1,1,1,1,0,0,1
3,80Wash,4,333,1/22/2024,3/31/2024,1/25/2024,Smart Solutions For A Smarter India,Rahul Dua,Manufacturing,Waterless washing machine,https://80wash.com/,2021,3,3,0,0,0,Middle,Chandigarh,Punjab, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,yes,," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Azhar Iqubal,0,1,1,1,1,0,0,1
2,Aadvik,43,291,1/2/2023,3/10/2023,3/1/2023,Creating Value Through Ideas,Rahul Dua,Food,Buy Camel & Goat Milk,https://aadvikfoods.com/,2015,2,2,0,0,0,Middle,Delhi,Delhi," ? 72,000,000.00 "," ? 5,000,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 6,000,000.00 ",1.5," ? 400,000,000.00 ",1,1," ? 1,500,000.00 ",1.5," ? 4,500,000.00 ",12," ? 100,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,500,000.00 ",1.5," ? 4,500,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
3,Aastey,23,390,1/22/2024,3/31/2024,2/21/2024,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Beauty/Fashion,Athleisure Wear Company,https://aastey.com/,2021,2,0,2,0,0,Middle,"Delhi,Mumbai","Delhi,Maharashtra", ? -   ," ? 15,000,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 8,000,000.00 ",2," ? 400,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,AasVidyalaya,17,52,12/20/2021,2/4/2022,1/11/2022,A Wave Of Startups,Rannvijay Singh,Education,EdTech App,https://www.aasvidyalaya.com/,2019,2,1,1,0,1,Middle,Mumbai,Maharashtra," ? 15,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,," ? 15,000,000.00 ",3," ? 500,000,000.00 ",1,1," ? 15,000,000.00 ",15, ? -   ,," ? 100,000,000.00 ",3,,,," ? 5,000,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",5, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",5, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,ABCSports&Fitness,11,182,1/2/2023,3/10/2023,1/16/2023,Investing The Right Way,Rahul Dua,Sports,Sports training institute,https://www.abcfitnessfirm.com/,2016,2,2,0,0,0,Middle,Pune,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 4,000,000.00 ",2," ? 200,000,000.00 ",1,1," ? 4,000,000.00 ",10, ? -   ,," ? 40,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 4,000,000.00 ",10, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,AdilQadri,1,323,1/22/2024,3/31/2024,1/22/2024,Bigger Better and Smarter,Rahul Dua,Beauty/Fashion,Perfumes and Attar,https://www.adilqadri.com/,2020,1,1,0,0,0,Young,Bilimora,Gujarat," ? 207,000,000.00 "," ? 60,000,000.00 "," ? 7,000,000.00 ", ? -   ,,yes,Unknown,,," ? 10,000,000.00 ",0.5," ? 2,000,000,000.00 ",1,1," ? 10,000,000.00 ",1, ? -   ,," ? 1,000,000,000.00 ",1,,1,, ? -   ,, ? -   ," ? 10,000,000.00 ",1, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
1,Agritourism,2,6,12/20/2021,2/4/2022,12/21/2021,"Insaan, Ideas Aur Sapne",Rannvijay Singh,Agriculture,Tourism,https://www.agritourism.in/,2005,2,1,1,0,1,Middle,Baramati,Maharashtra," ? 7,900,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",5," ? 100,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
3,AiCars,9,347,1/22/2024,3/31/2024,2/1/2024,Entrepreneurial Brilliance,Rahul Dua,Vehicles/Electrical Vehicles,Hydrogen powered AI Car,https://aicars.in/,2021,1,1,0,0,0,Young,Yavatmal,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 20,000,000.00 ",4," ? 500,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Deepinder Goyal,1,1,1,1,0,0,0,1
3,AIKavach/Panoplia,5,335,1/22/2024,3/31/2024,1/26/2024,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Technology/Software,Online security app,https://kavach.co.in/,2023,1,0,1,0,0,Middle,Hyderabad,Telangana, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,yes,," ? 5,000,000.00 ",1.25," ? 400,000,000.00 ",1,1," ? 10,000,000.00 ",2.5, ? -   ,," ? 400,000,000.00 ",2,yes,,2.5, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",1.25, ? -   ," ? 5,000,000.00 ",1.25, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,"Ritesh Aggarwal,Radhika Gupta",0,1,0,1,1,0,0,2
3,AlienVersions,46,458,1/22/2024,3/31/2024,3/25/2024,Brands On The Rise,Rahul Dua,Vehicles/Electrical Vehicles,FuelV Smart Fuel Caps,https://alienversions.com/,2023,2,2,0,0,0,Young,"Itanagar,Dehradun","Arunachal Pradesh,Uttarakhand", ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",5," ? 100,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,0,1,1,1,1,0,0,1
1,AlisteTechnologies,27,88,12/20/2021,2/4/2022,1/25/2022,Investing In The Future Of India,Rannvijay Singh,Technology/Software,Automation Solutions,https://www.alistetechnologies.com/,2020,6,6,0,0,0,Young,Noida,Uttar Pradesh," ? 6,300,000.00 "," ? 750,000.00 ", ? -   ," ? 4,000,000.00 ",,No,Unknown,,," ? 6,000,000.00 ",5," ? 120,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ghazal Alagh,1,1,1,0,1,0,0,1
3,ALittleExtra,15,364,1/22/2024,3/31/2024,2/9/2024,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Hand Made Fabric Jewellery,https://alittleextra.co.in,2020,1,0,1,0,0,Middle,Guwahati,Assam," ? 12,200,000.00 ", ? -   , ? -   ," ? 1,100,000.00 ",,No,Unknown,,," ? 4,800,000.00 ",6," ? 80,000,000.00 ",1,1," ? 6,000,000.00 ",7.5, ? -   ,," ? 80,000,000.00 ",2,,,, ? -   ,, ? -   ," ? 3,000,000.00 ",3.75, ? -   ," ? 3,000,000.00 ",3.75, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,1,1,1,1,0,0,0,1
3,Allter,48,463,1/22/2024,3/31/2024,3/27/2024,Captivating The Sharks,Rahul Dua,Furnishing/Household,Certified Organic Rash-Free Diapers,https://letsallter.com/,2020,1,0,1,0,0,Middle,Delhi,Delhi," ? 100,000,000.00 ", ? -   , ? -   , ? -   ,-6,yes,Unknown,,yes," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",1,1," ? 10,000,000.00 ",4, ? -   ,," ? 250,000,000.00 ",3,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,333,000.00 ",1.33, ? -   ," ? 3,333,000.00 ",1.33, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,333,000.00 ",1.33, ? -   ,Ritesh Aggarwal,Ritesh Aggarwal,1,0,1,1,0,1,0,1
1,Alpino,25,82,12/20/2021,2/4/2022,1/21/2022,An Ocean Of Opportunities,Rannvijay Singh,Food,Roasted Peanut butter Products,https://alpino.store/,2016,4,4,0,0,0,Young,Surat,Gujarat, ? -   , ? -   ," ? 3,800,000.00 ", ? -   ,,yes,Unknown,,," ? 15,000,000.00 ",2," ? 750,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ghazal Alagh,1,1,1,0,1,0,0,1
3,AltCo,16,367,1/22/2024,3/31/2024,2/12/2024,Innovation At Every Step,Rahul Dua,Food,Plant based dairy products,https://alt.company/,2020,2,2,0,0,0,Middle,Bangalore,Karnataka," ? 100,000,000.00 "," ? 11,000,000.00 ", ? -   , ? -   ,,yes,Unknown,,," ? 15,000,000.00 ",2," ? 750,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,"Ronnie Screwvala,Radhika Gupta",0,0,1,1,1,0,0,2
1,Altor,9,26,12/20/2021,2/4/2022,12/30/2021,Defining Innovations,Rannvijay Singh,Manufacturing,Smart Helmets,https://www.altorsmarthelmet.com/,2019,4,4,0,0,0,Young,Kolkata,West Bengal, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",5," ? 100,000,000.00 ",1,1," ? 5,000,000.00 ",7, ? -   ,," ? 71,400,000.00 ",2,,,," ? 2,500,000.00 ",3.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",3.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,Amore,24,225,1/2/2023,3/10/2023,2/2/2023,India Ke Incredible Entrepreneurs,Rahul Dua,Food,Gelato Ice Cream Online,https://www.amoregelato.com/,2006,2,2,0,0,0,Middle,"Hyderabad,Mumbai","Telangana,Maharashtra", ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",4," ? 187,500,000.00 ",1,1," ? 7,500,000.00 ",7.5, ? -   ,," ? 100,000,000.00 ",1,yes,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 7,500,000.00 ",7.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
2,Amrutam,36,264,1/2/2023,3/10/2023,2/20/2023,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,Food,Ayurvedic Lifestyle products,https://amrutam.co.in/,2017,3,2,1,0,0,Middle,Gwalior,Madhya Pradesh," ? 11,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",2," ? 250,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,Angrakhaa,13,189,1/2/2023,3/10/2023,1/18/2023,Up And Coming Business Ideas,Rahul Dua,Beauty/Fashion,Contemporary Indian clothing,https://www.angrakhaa.com/,2018,2,0,2,0,0,Young,Delhi,Delhi, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 4,000,000.00 ",5," ? 80,000,000.00 ",1,1," ? 4,000,000.00 ",20, ? -   ,," ? 20,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 4,000,000.00 ",20, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
1,Annie,13,38,12/20/2021,2/4/2022,1/5/2022,Ideas By Young Entrepreneurs,Rannvijay Singh,Education,Thinkerbell labs Braille Literary Device,https://www.thinkerbelllabs.com/annie,2016,4,3,1,0,1,Young,Bangalore,Karnataka," ? 50,000,000.00 "," ? 400,000.00 "," ? 5,000,000.00 ", ? -   ,,No,Unknown,,," ? 3,000,000.00 ",0.5," ? 600,000,000.00 ",1,1," ? 10,500,000.00 ",3, ? -   ,," ? 350,000,000.00 ",3,,,," ? 3,500,000.00 ",1, ? -   , ? -   ,, ? -   ," ? 3,500,000.00 ",1, ? -   , ? -   ,, ? -   ," ? 3,500,000.00 ",1, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
1,Anthyesti,18,58,12/20/2021,2/4/2022,1/12/2022,Investing In Profitable Businesses,Rannvijay Singh,Services,Funeral Service the last rites,https://anthyesti.com/,2015,1,0,1,0,0,Middle,Bangalore,Karnataka," ? 11,600,000.00 ", ? -   ," ? 5,000,000.00 "," ? 600,000.00 ",,No,Unknown,,," ? 5,000,000.00 ",2.5," ? 200,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,Arata,10,350,1/22/2024,3/31/2024,2/2/2024,Pitching Innovation,Rahul Dua,Beauty/Fashion,Hair care,https://www.arata.in/,2018,2,2,0,0,0,Middle,Delhi,Delhi," ? 17,000,000.00 "," ? 20,000,000.00 ", ? -   ," ? 500,000.00 ",,No,Unknown,,," ? 10,000,000.00 ",1.25," ? 800,000,000.00 ",1,1," ? 10,000,000.00 ",1.33, ? -   ,," ? 751,879,699.20 ",2,yes,,0.6," ? 5,000,000.00 ",0.665, ? -   ," ? 5,000,000.00 ",0.665, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Deepinder Goyal,1,1,1,1,0,0,0,1
3,Aretto,6,337,1/22/2024,3/31/2024,1/29/2024,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Manufacturing,Expandable Shoes For Kids,https://wearetto.com/,2020,1,1,0,0,0,Middle,Pune,Maharashtra," ? 70,000,000.00 "," ? 6,000,000.00 "," ? 5,700,000.00 ", ? -   ,,yes,5,yes,," ? 8,000,000.00 ",1," ? 800,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,Ariro,9,27,12/20/2021,2/4/2022,12/30/2021,Defining Innovations,Rannvijay Singh,Manufacturing,Wooden Toys,https://arirotoys.com/,2020,2,1,1,0,1,Young,Chennai,Tamil Nadu," ? 30,000,000.00 "," ? 2,500,000.00 "," ? 5,000,000.00 ", ? -   ,,No,Unknown,,," ? 5,000,000.00 ",2.5," ? 200,000,000.00 ",1,1," ? 5,000,000.00 ",10, ? -   ,," ? 50,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",5, ? -   ," ? 2,500,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,AristaVault,25,394,1/22/2024,3/31/2024,2/23/2024,Battle Of The Innovators,Rahul Dua,Manufacturing,Follow me suitcases,https://www.aristavault.com/,2018,2,1,1,0,0,Middle,Delhi,Delhi," ? 36,000,000.00 "," ? 6,500,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 4,500,000.00 ",1.5," ? 300,000,000.00 ",1,1," ? 2,000,000.00 ",1," ? 2,500,000.00 ",18," ? 200,000,000.00 ",1,yes,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,000,000.00 ",1," ? 2,500,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,"Varun Dua,Radhika Gupta",0,1,1,1,0,0,0,2
3,Aroleap,26,397,1/22/2024,3/31/2024,2/26/2024,Entrepreneurship On The Rise,Rahul Dua,Medical/Health,Smart Home Gym,https://www.aroleap.com/,2020,3,3,0,0,0,Middle,Bangalore,Karnataka," ? 10,000,000.00 ", ? -   , ? -   , ? -   ,,yes,Unknown,yes,funded," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",1,1," ? 10,000,000.00 ",5, ? -   ,," ? 200,000,000.00 ",4,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.25, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.25, ? -   ," ? 2,500,000.00 ",1.25, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.25, ? -   ,Azhar Iqubal,Azhar Iqubal,1,0,1,0,1,1,0,1
1,ARRCOATSurfaceTextures,11,33,12/20/2021,2/4/2022,1/3/2022,Investment Paane Ka Sapna,Rannvijay Singh,Manufacturing,Wall Building Surface Textures,https://www.arrcoat.com/,2019,3,3,0,0,0,Middle,Delhi,Delhi, ? -   ," ? 600,000.00 ", ? -   ," ? 2,000,000.00 ",,No,Unknown,,," ? 5,000,000.00 ",5," ? 100,000,000.00 ",1,1," ? 5,000,000.00 ",15, ? -   ,," ? 33,300,000.00 ",1,yes,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",15, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,Artinci,23,388,1/22/2024,3/31/2024,2/21/2024,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Food,Zero Sugar Desserts,https://www.artinci.com/,2017,2,1,1,0,1,Middle,Bangalore,Karnataka," ? 44,000,000.00 "," ? 3,300,000.00 "," ? 6,200,000.00 ", ? -   ,,yes,Unknown,yes,," ? 5,000,000.00 ",1.75," ? 285,714,285.70 ",1,1," ? 5,000,000.00 ",5, ? -   ,," ? 100,000,000.00 ",1,yes,1,, ? -   ,, ? -   ," ? 5,000,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,Artment,0,150,12/20/2021,2/4/2022,,Unseen,Rannvijay Singh,Furnishing/Household,Exquisite pieces of home decor,https://theartment.com/,2019,2,1,1,0,0,Young,Gurgaon,Haryana, ? -   ," ? 10,000,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 17,000,000.00 ",2.5," ? 680,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,0,0,0,0,0,0,0,0
1,AshwaPro,0,128,12/20/2021,2/4/2022,,Unseen,Rannvijay Singh,Services,Outdoor cycling gym,https://ashwa.pro/,2020,1,1,0,0,0,Middle,Jaipur,Rajasthan, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",10," ? 50,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,0,0,0,0,0,0,0,0
3,Assembly,15,365,1/22/2024,3/31/2024,2/9/2024,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,https://assemblytravel.com/,2018,2,2,0,0,0,Middle,Gurugram,Haryana," ? 115,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,yes,," ? 8,500,000.00 ",1," ? 850,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,1,1,1,1,0,0,0,1
1,Astrix,31,103,12/20/2021,2/4/2022,1/31/2022,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,Smart Locks Qtouch,https://www.astrixengineering.com/,2021,2,1,1,0,1,Middle,Coimbatore,Tamil Nadu," ? 7,500,000.00 "," ? 1,800,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",3," ? 250,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
2,ATMOSPHERE,3,159,1/2/2023,3/10/2023,1/4/2023,Thrilling and Thunderous Pitches,Rahul Dua,Food,Varieties of kombucha,https://atmospherestudio.in/,2018,2,0,2,0,0,Young,Delhi,Delhi, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",3," ? 250,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,AToddlerThing,38,434,1/22/2024,3/31/2024,3/13/2024,Thoughts And Innovations,Rahul Dua,Beauty/Fashion,Baby Clothing and Essentials,https://www.atoddlerthing.com/,2017,2,1,1,0,0,Middle,Coimbatore,Tamil Nadu," ? 47,800,000.00 "," ? 7,300,000.00 "," ? 5,200,000.00 ", ? -   ,4,yes,28,,funded," ? 8,000,000.00 ",2," ? 400,000,000.00 ",1,1," ? 4,000,000.00 ",2," ? 4,000,000.00 ",," ? 200,000,000.00 ",1,,1,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 4,000,000.00 ",2," ? 4,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
2,AtypicalAdvantage,8,174,1/2/2023,3/10/2023,1/11/2023,Investment with Intent,Rahul Dua,Technology/Software,Platform for persons with disabilities,https://atypicaladvantage.in/,2020,1,1,0,0,0,Middle,Jamshedpur,Jharkhand, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 3,000,000.00 ",1," ? 300,000,000.00 ",1,1," ? 3,000,000.00 ",3, ? -   ,," ? 100,000,000.00 ",2,,,," ? 1,500,000.00 ",1.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,500,000.00 ",1.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
